filename,AU01_r_mean,AU01_r_stddevNorm,AU01_r_percentile20.0,AU01_r_percentile50.0,AU01_r_percentile80.0,AU01_r_iqr60_80-20,AU01_r_numPeaks,AU02_r_mean,AU02_r_stddevNorm,AU02_r_percentile20.0,AU02_r_percentile50.0,AU02_r_percentile80.0,AU02_r_iqr60_80-20,AU02_r_numPeaks,AU04_r_mean,AU04_r_stddevNorm,AU04_r_percentile20.0,AU04_r_percentile50.0,AU04_r_percentile80.0,AU04_r_iqr60_80-20,AU04_r_numPeaks,AU05_r_mean,AU05_r_stddevNorm,AU05_r_percentile20.0,AU05_r_percentile50.0,AU05_r_percentile80.0,AU05_r_iqr60_80-20,AU05_r_numPeaks,AU06_r_mean,AU06_r_stddevNorm,AU06_r_percentile20.0,AU06_r_percentile50.0,AU06_r_percentile80.0,AU06_r_iqr60_80-20,AU06_r_numPeaks,AU07_r_mean,AU07_r_stddevNorm,AU07_r_percentile20.0,AU07_r_percentile50.0,AU07_r_percentile80.0,AU07_r_iqr60_80-20,AU07_r_numPeaks,AU09_r_mean,AU09_r_stddevNorm,AU09_r_percentile20.0,AU09_r_percentile50.0,AU09_r_percentile80.0,AU09_r_iqr60_80-20,AU09_r_numPeaks,AU10_r_mean,AU10_r_stddevNorm,AU10_r_percentile20.0,AU10_r_percentile50.0,AU10_r_percentile80.0,AU10_r_iqr60_80-20,AU10_r_numPeaks,AU12_r_mean,AU12_r_stddevNorm,AU12_r_percentile20.0,AU12_r_percentile50.0,AU12_r_percentile80.0,AU12_r_iqr60_80-20,AU12_r_numPeaks,AU14_r_mean,AU14_r_stddevNorm,AU14_r_percentile20.0,AU14_r_percentile50.0,AU14_r_percentile80.0,AU14_r_iqr60_80-20,AU14_r_numPeaks,AU15_r_mean,AU15_r_stddevNorm,AU15_r_percentile20.0,AU15_r_percentile50.0,AU15_r_percentile80.0,AU15_r_iqr60_80-20,AU15_r_numPeaks,AU17_r_mean,AU17_r_stddevNorm,AU17_r_percentile20.0,AU17_r_percentile50.0,AU17_r_percentile80.0,AU17_r_iqr60_80-20,AU17_r_numPeaks,AU20_r_mean,AU20_r_stddevNorm,AU20_r_percentile20.0,AU20_r_percentile50.0,AU20_r_percentile80.0,AU20_r_iqr60_80-20,AU20_r_numPeaks,AU23_r_mean,AU23_r_stddevNorm,AU23_r_percentile20.0,AU23_r_percentile50.0,AU23_r_percentile80.0,AU23_r_iqr60_80-20,AU23_r_numPeaks,AU25_r_mean,AU25_r_stddevNorm,AU25_r_percentile20.0,AU25_r_percentile50.0,AU25_r_percentile80.0,AU25_r_iqr60_80-20,AU25_r_numPeaks,AU26_r_mean,AU26_r_stddevNorm,AU26_r_percentile20.0,AU26_r_percentile50.0,AU26_r_percentile80.0,AU26_r_iqr60_80-20,AU26_r_numPeaks,AU45_r_mean,AU45_r_stddevNorm,AU45_r_percentile20.0,AU45_r_percentile50.0,AU45_r_percentile80.0,AU45_r_iqr60_80-20,AU45_r_numPeaks,video_id,emotion_1_id,group
A101_awe_p_1,0.019791185554539653,0.415045094284358,0.0,0.16666666666666669,0.01707317073170738,0.017073170731707388,0.2830188679245283,0.06317781887010643,0.39041536242891417,0.0,0.0,0.04264392324093815,0.04264392324093815,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12338940656957781,0.6902022981185748,0.0,0.0,0.15624999999999983,0.15624999999999983,0.23333333333333334,0.21361943390466223,0.04335009611816267,0.11538461538461536,0.12189616252821672,0.22393822393822393,0.1829826166514181,0.225,0.3008832976025004,0.041396916501280204,0.22130627774254916,0.2729885057471264,0.3438144329896909,0.2135661517797181,0.24561403508771928,0.13667954925772166,0.6462995084212049,0.0,0.0,0.037593984962405944,0.037593984962405944,0.13333333333333333,0.06290158255790261,0.14061409588343526,0.0,0.004405286343612334,0.1050505050505051,0.16335078534031422,0.171875,0.08112672441450113,0.1328842730369799,0.0,0.011673151750972763,0.1313432835820896,0.15172413793103456,0.2682926829268293,0.010610884458034165,0.21347184293332608,0.0,0.0,0.009411764705882354,0.016129032258064512,0.1764705882352941,0.11998979997521757,0.31359212894448274,0.0,0.2,0.11078286558345643,0.11078286558345643,0.2926829268292683,0.050420549942190716,0.25042832604901066,0.2545454545454549,0.03237410071942445,0.03496503496503498,0.03296703296703296,0.3829787234042553,0.1251756366481918,0.2939800632324898,0.0,0.0,0.12371134020618559,0.12371134020618559,0.28205128205128205,0.09262853893770184,0.2821871538011691,0.0,0.0,0.10766721044045688,0.10766721044045688,0.21428571428571425,0.14069705507236685,0.4401374050519352,0.0,0.039145907473309614,0.21188772702256467,0.2149122807017544,0.12499999999999997,0.21569021909087444,0.34860424688594926,0.0,0.07272727272727272,0.3424518743667682,0.3431174089068829,0.23255813953488375,0.11328778228141287,0.5090970658301488,0.0,0.16666666666666669,0.060869565217391466,0.060869565217391466,0.17500000000000002,A101,18,0
A101_awe_p_2,0.15627073451374582,0.4537565041428576,0.0,0.0,0.14227642276422764,0.14227642276422764,0.2830188679245283,0.14349091307166784,0.49455431953984474,0.0,0.0,0.07462686567164176,0.07462686567164176,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16183593935158908,0.633285825095573,0.0,0.0,0.2656250000000002,0.2656250000000002,0.4666666666666667,0.20481215626649582,0.06263630245031782,0.00641025641025641,0.13544018058690746,0.18146718146718147,0.21043000914913082,0.4,0.21651025549619576,0.07543078513661532,0.04121750158528853,0.24425287356321837,0.2912371134020619,0.3357958361316319,0.5789473684210527,0.10412291604129298,0.4177886688678709,0.0,0.0,0.09398496240601488,0.09398496240601488,0.7,0.14384920529306397,0.07351480665874652,0.0,0.13215859030837004,0.16296296296296295,0.2534031413612566,0.453125,0.12369260290670135,0.15581581793881896,0.0,0.007782101167315175,0.2462686567164179,0.28448275862068967,0.17073170731707318,0.02539521637393768,0.1560061252459135,0.0,0.004938271604938272,0.03058823529411765,0.052419354838709666,0.37254901960784315,0.02792063539410848,0.09735729838677964,0.0,0.6,0.029542097488921705,0.029542097488921705,0.7804878048780488,0.10062937026571783,0.6200843539558845,0.27272727272727276,0.017985611510791363,0.10239760239760243,0.09990009990009992,0.23404255319148937,0.062126530833425606,0.18038689290938192,0.0,0.5,0.06597938144329904,0.06597938144329904,0.7948717948717948,0.2461860584449672,0.38070629777882137,0.0,0.0,0.2642740619902121,0.2642740619902121,0.23809523809523808,0.16827144225637675,0.5653986212284717,0.0,0.04626334519572954,0.23115024766097966,0.2341008771929825,0.17857142857142855,0.11968275566394276,0.4617658658697795,0.75,0.04242424242424243,0.13373860182370823,0.11943319838056685,0.3023255813953488,0.2542956873408324,0.5657559163071717,0.0,0.0,0.054731457800511515,0.054731457800511515,0.12500000000000003,A101,18,0
A101_awe_p_3,0.13891460705005354,0.5540415617551524,0.0,0.0,0.11788617886178861,0.11788617886178862,0.2641509433962264,0.16739922676748437,0.4686242283668609,0.0,0.0,0.10660980810234535,0.10660980810234535,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143347218358564,0.500766962058674,0.0,0.0,0.37500000000000056,0.37500000000000056,0.4,0.1692379094621934,0.07552260646760575,0.0,0.07223476297968398,0.15444015444015446,0.18298261665141813,0.35000000000000003,0.176134096791638,0.07062608519404238,0.07926442612555486,0.15804597701149425,0.22680412371134023,0.21155137676292812,0.5087719298245614,0.18421257816393471,0.5387921315239335,0.0,0.0,0.11278195488721783,0.11278195488721783,0.3666666666666667,0.24661606593508217,0.06613506718158202,0.006402048655569782,0.24669603524229075,0.2962962962962963,0.45549738219895286,0.375,0.18467435592772222,0.11297696503322541,0.0,0.11673151750972763,0.2761194029850746,0.31896551724137934,0.24390243902439024,0.04839448324009367,0.1118821901196376,0.003881987577639752,0.022222222222222223,0.08235294117647059,0.13709677419354835,0.3137254901960784,0.09703317218004594,0.3505750457402348,0.0,0.4,0.09601181683899557,0.09601181683899557,0.43902439024390244,0.11264208138950552,0.3716387954403577,0.20000000000000023,0.03597122302158273,0.13986013986013987,0.13936063936063936,0.2978723404255319,0.11470247406819654,0.3736420499414115,0.0,0.0,0.10309278350515468,0.10309278350515468,0.43589743589743585,0.16564036324496687,0.5486625546639292,0.0,0.0,0.13050570962479605,0.13050570962479605,0.14285714285714285,0.34009153341093035,0.1406680664431892,0.0,0.31672597864768687,0.3935057787561916,0.39583333333333337,0.3392857142857143,0.11735005251189545,0.44964983333278863,0.0,0.060606060606060615,0.12158054711246198,0.12246963562753038,0.3953488372093023,0.19874987975985922,0.7083025149225219,0.0,0.0,0.05831202046035808,0.05831202046035808,0.275,A101,18,0
A101_awe_p_4,0.061996375989326245,0.40099122130976494,0.0,0.0,0.06097560975609756,0.06097560975609757,0.3584905660377358,0.06520236798207665,0.4777370538897341,0.0,0.0,0.031982942430703605,0.031982942430703605,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3190572474572277,0.5400625262284228,0.0,0.0,0.23437499999999978,0.23437499999999978,0.3333333333333333,0.10225720783264201,0.06164731292134449,0.00641025641025641,0.06772009029345373,0.1173745173745174,0.13449222323879234,0.525,0.15611092975832225,0.05738411015640317,0.08116677235256818,0.15517241379310345,0.20618556701030932,0.1826729348556078,0.6140350877192982,0.22285258250534035,0.37165887537475717,0.0,0.0,0.195488721804511,0.195488721804511,0.43333333333333335,0.15276589287527512,0.06877259011401866,0.05121638924455826,0.13656387665198239,0.1898989898989899,0.2534031413612566,0.421875,0.18761028902887714,0.07700593759967622,0.08379888268156424,0.10116731517509728,0.30000000000000004,0.281896551724138,0.21951219512195122,0.014104569023512724,0.18197085231824375,0.0,0.0,0.019764705882352955,0.0338709677419355,0.2549019607843137,0.11461052424760486,0.4583913427305111,0.0,0.2,0.11078286558345643,0.11078286558345643,0.2682926829268293,0.0795421726975103,0.20106343302678198,0.18181818181818182,0.05035971223021582,0.06593406593406595,0.06593406593406598,0.44680851063829785,0.07346283999666615,0.3079695291359932,0.0,0.0,0.09278350515463919,0.09278350515463919,0.3846153846153846,0.1975024942872776,0.38182599450805643,0.0,0.0,0.19086460032626426,0.19086460032626426,0.16666666666666666,0.07873952515375574,0.5402547591625276,0.0,0.05338078291814946,0.07154650522839845,0.07510964912280702,0.30357142857142855,0.292643814338932,0.10861639261534672,0.0,0.26666666666666666,0.27862208713272535,0.27935222672064774,0.6511627906976745,0.04647609383139707,0.1812285406757277,0.0,0.0,0.03171355498721229,0.03171355498721229,0.55,A101,18,0
A101_awe_v_1,0.0,0.4743037396024954,0.0,0.16666666666666669,0.0,6.938893903907228e-18,0.2830188679245283,0.007158531545686429,0.33413311607530205,0.0,0.0,0.017057569296375502,0.017057569296375502,0.28205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0796701450130595,0.40032651576797396,0.0,0.0,0.3124999999999997,0.3124999999999997,0.26666666666666666,0.43571367583581655,0.012526386733814085,0.3974358974358974,0.3340857787810384,0.3590733590733591,0.14181152790484908,0.4,0.5284576092738019,0.011731891105392871,0.5149017121116044,0.5258620689655172,0.5247422680412371,0.13834788448623234,0.43859649122807015,0.0,0.3581345297944525,0.0,0.0,0.018796992481202972,0.018796992481202972,0.4,0.22593996362881494,0.030245955758539365,0.22407170294494236,0.2290748898678414,0.21750841750841757,0.15497382198952894,0.3125,0.10005708510500497,0.04286438883117245,0.0782122905027933,0.08949416342412451,0.09925373134328366,0.05431034482758631,0.41463414634146345,0.03317874752425383,0.14023877779688182,0.0,0.0,0.0649411764705883,0.11129032258064524,0.19607843137254902,0.7274383934762859,0.3761294063350453,0.0,0.2,0.9202363367799116,0.9202363367799116,0.21951219512195125,0.17771457579741762,0.5042891002297323,0.18181818181818182,0.046762589928057555,0.23176823176823197,0.23176823176823194,0.12765957446808512,0.3388475444723601,0.24472697000668053,0.0,0.0,0.4000000000000007,0.4000000000000007,0.30769230769230765,0.006818821590351215,0.3091368691768763,0.0,0.0,0.013050570962479788,0.013050570962479788,0.35714285714285715,0.2478957194705535,0.11700544876958119,0.0,0.27402135231316727,0.27242707760044027,0.27521929824561403,0.26785714285714285,0.17999496019390027,0.11843020109127722,0.0,0.19393939393939397,0.21276595744680843,0.21356275303643726,0.3023255813953488,0.0,0.11552463733599538,0.0,0.16666666666666669,0.0,0.0,0.475,A101,18,0
A101_awe_v_2,0.1284341096322968,0.610764420335062,0.0,0.33333333333333337,0.15447154471544716,0.15447154471544716,0.09433962264150944,0.1202912009687607,0.3664093665501291,0.0,0.0,0.1492537313432835,0.1492537313432835,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07946830380290282,0.7290274627716936,0.0,0.0,0.21875000000000072,0.21875000000000072,0.26666666666666666,0.1678796502246064,0.04043042382503756,0.02564102564102564,0.13544018058690746,0.16988416988416988,0.18298261665141813,0.42500000000000004,0.21985974789148818,0.05369556547833786,0.114140773620799,0.23563218390804594,0.2577319587628866,0.21490933512424445,0.40350877192982454,0.05515777825799425,1.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.032379185627929095,0.08864587562035542,0.0,0.022026431718061675,0.043771043771043766,0.06806282722513089,0.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022723848895740535,0.08821776007472316,0.003881987577639752,0.013580246913580249,0.03294117647058824,0.052419354838709666,0.3529411764705882,0.08652823175011277,0.6391737032729736,0.0,0.2,0.03545051698670614,0.03545051698670614,0.24390243902439024,0.0,0.13741903228686192,0.18181818181818182,0.0,0.0,0.0,0.425531914893617,0.0762346321134162,0.42418739573070985,0.0,0.0,0.0618556701030928,0.0618556701030928,0.23076923076923075,0.0,0.36867445812979516,0.0,0.0,0.00652528548123989,0.00652528548123989,0.2857142857142857,0.0032841254160361627,0.2746052513879039,0.33333333333333337,0.00711743772241993,0.004953219592735307,0.0060307017543859975,0.24999999999999997,0.034153338596880106,0.2938971370934912,0.05000000000000072,0.01818181818181818,0.040526849037487336,0.04048582995951419,0.27906976744186046,0.036011387762980115,0.6168804962982322,0.0,0.33333333333333337,0.002557544757033247,0.002557544757033247,0.17500000000000002,A101,18,0
A101_awe_v_3,0.027292687170224338,0.5734460711560669,0.0,0.16666666666666669,0.03902439024390253,0.039024390243902536,0.1320754716981132,0.08509468077464247,0.42567661584861116,0.0,0.0,0.0831556503198295,0.0831556503198295,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062895482561653,0.5001385719040431,0.0,0.0,0.07812499999999993,0.07812499999999993,0.26666666666666666,0.21775399519962507,0.045156784224683735,0.07692307692307691,0.1580135440180587,0.2548262548262548,0.2470265324794145,0.25,0.26600710038001524,0.060318057951460724,0.16550412175015855,0.24425287356321837,0.3190721649484537,0.24042981867024854,0.24561403508771928,0.03661357522058969,0.9787675501308213,0.0,0.0,0.018796992481202972,0.018796992481202972,0.2,0.17437262348660057,0.06055482680804134,0.09603072983354673,0.1277533039647577,0.2222222222222222,0.2670157068062827,0.203125,0.04207652947477747,0.10029228998683959,0.0,0.023346303501945526,0.0708955223880597,0.08189655172413794,0.3170731707317073,0.07527863988713365,0.10962278699884621,0.0,0.014814814814814815,0.15058823529411766,0.2580645161290322,0.2549019607843137,0.07901109094166069,0.14333968948083275,0.0,0.4,0.08124076809453473,0.08124076809453473,0.24390243902439024,0.19781406797553353,0.5345350073514723,0.09090909090909093,0.02158273381294964,0.2532467532467534,0.25574425574425586,0.06382978723404255,0.004217738177939773,0.4413631210063207,0.0,0.5,0.0,0.0,0.2564102564102564,0.2570254349115121,0.20682928170268666,0.0,0.0,0.3262642740619901,0.3262642740619901,0.09523809523809523,0.23368910637799817,0.09681019032965776,0.0,0.2846975088967972,0.25041276829939463,0.25328947368421056,0.24999999999999997,0.18552606254013188,0.10037485108980315,0.0,0.1696969696969697,0.21175278622087135,0.21255060728744948,0.3023255813953488,0.1421412658376925,0.62540779892781,0.0,0.16666666666666669,0.010230179028132991,0.010230179028132991,0.05000000000000001,A101,18,0
A101_awe_v_4,0.03489781178422297,0.3567619717800894,0.0,0.5,0.024390243902439025,0.024390243902439032,0.4339622641509434,0.0598950236462714,0.39607106915025514,0.0,0.0,0.04264392324093815,0.04264392324093815,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04683834324403173,0.1566250745790766,0.0,0.0,0.3124999999999997,0.3124999999999997,0.5666666666666667,0.06851312748048324,0.04981968450842397,0.02564102564102564,0.04063205417607224,0.08494208494208494,0.08234217749313816,0.525,0.06802646903785897,0.10765636142414446,0.009511731135066582,0.034482758620689655,0.13402061855670105,0.16453995970449964,0.2631578947368421,0.06770581649529092,0.08848609304663146,0.0,1.0,0.07518796992481189,0.07518796992481189,0.8333333333333334,0.1734531005909122,0.03234943673496955,0.16005121638924455,0.1541850220264317,0.17845117845117844,0.14659685863874347,0.328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008858944302963715,0.140028956035599,0.0,0.002469135802469136,0.014117647058823528,0.02419354838709677,0.37254901960784315,0.02209413816727754,0.0819777489647231,0.0,0.6,0.014771048744460856,0.014771048744460856,0.36585365853658536,0.006439451063188051,0.051535556865089704,0.27272727272727276,0.005395683453237408,0.002497502497502503,0.0,0.5531914893617021,0.029652276115469167,0.037264465498063615,0.0,0.0,0.04123711340206186,0.04123711340206186,0.5384615384615384,0.0455472949052171,0.0,0.0,1.0,0.04893964110929853,0.04893964110929853,0.38095238095238093,0.05750878227618576,0.5439816488009509,0.6666666666666667,0.00533807829181495,0.09080902586681344,0.08881578947368421,0.26785714285714285,0.03848789798116686,0.172170748080674,0.5,0.02424242424242424,0.05572441742654506,0.04655870445344129,0.441860465116279,0.05922239915074311,0.1692908203256407,0.0,0.33333333333333337,0.05831202046035808,0.05831202046035808,0.25,A101,18,0
A101_disa_p_1,0.02148455742540066,0.44739507820939994,0.0,0.33333333333333337,0.016260162601626015,0.01626016260162602,0.3018867924528302,0.07172528770002137,0.3472371833197019,0.0,0.0,0.07036247334754817,0.07036247334754817,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10207009671253853,0.5687119659221765,0.0,0.0,0.23437499999999978,0.23437499999999978,0.26666666666666666,0.0003489031357669327,0.3805310742483857,0.0,0.0,0.0,0.0,0.05,0.022924131412363796,0.17900949102675628,0.0,0.0,0.046907216494845486,0.06111484217595717,0.17543859649122806,0.057745887806449354,0.47019511537246883,0.0,0.0,0.05639097744360892,0.05639097744360892,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012656238354024687,0.12545229910401684,0.0,0.0,0.026119402985074626,0.030172413793103453,0.3170731707317073,0.05326953838567088,0.14583565530500253,0.0,0.0,0.1298823529411766,0.22258064516129047,0.19607843137254902,0.1523400580051384,0.3692593970918705,0.0,0.6,0.1477104874446086,0.1477104874446086,0.2682926829268293,0.37159439364235014,0.3526244789972568,0.4000000000000005,0.18525179856115104,0.3596403596403597,0.3536463536463537,0.06382978723404255,0.3217987307707478,0.2009999531177813,0.0,0.0,0.37113402061855677,0.37113402061855677,0.20512820512820512,0.5559792186614627,0.20630481178792937,0.0,0.0,0.6786296900489399,0.6786296900489399,0.07142857142857142,0.33130550861034663,0.4830026956100223,0.0,0.09430604982206407,0.48816730875068826,0.4901315789473687,0.07142857142857142,0.29233350127829283,0.3686389292672797,0.0,0.08484848484848484,0.3323201621073962,0.3329959514170042,0.18604651162790697,0.19828861867078426,0.8864369258739198,0.0,0.33333333333333337,0.00920716112531975,0.00920716112531975,0.0,A101,37,0
A101_disa_p_2,0.07404827567817499,0.3512317585123461,0.0,0.0,0.07317073170731707,0.07317073170731708,0.1509433962264151,0.0523429555130864,0.3563405237639352,0.0,0.0,0.04264392324093815,0.04264392324093815,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06269469313405401,0.557897600966533,0.0,0.0,0.15624999999999983,0.15624999999999983,0.26666666666666666,0.0066188977226374,0.25004140663555324,0.0,0.0,0.0,0.0,0.07500000000000001,0.021300139122849518,0.21991043581592434,0.0,0.0,0.02835051546391753,0.036937541974479515,0.17543859649122806,0.08858097274170962,0.6122234816434771,0.0,0.0,0.05639097744360892,0.05639097744360892,0.26666666666666666,0.0001471015011254173,0.6889856353418162,0.0,0.0,0.0,0.0,0.015625,0.003331394680542617,0.23924180728302155,0.0,0.0,0.0037313432835820895,0.004310344827586208,0.24390243902439024,0.006488447555446628,0.23361533239713497,0.0,0.0,0.0023529411764705885,0.004032258064516128,0.11764705882352941,0.10023202930330165,0.3001640586683392,0.0,0.4,0.07976366322008871,0.07976366322008871,0.21951219512195125,0.18443802686619404,0.15444349327684215,0.27272727272727276,0.14748201438848918,0.1373626373626374,0.13486513486513488,0.3404255319148936,0.24340600962410913,0.3095758688075898,0.0,0.5,0.2041237113402063,0.2041237113402063,0.15384615384615385,0.06395980776820108,0.4360520836410753,0.0,0.0,0.06525285481239804,0.06525285481239804,0.07142857142857142,0.24763580712408734,0.6956406559868406,0.0,0.08185053380782918,0.3852504127682994,0.3876096491228071,0.05357142857142857,0.22025556700735727,0.5220642081685648,0.25,0.048484848484848485,0.33941236068895664,0.33502024291498,0.16279069767441862,0.35620856543912505,0.37782811158684315,0.0,0.16666666666666669,0.27109974424552524,0.27109974424552524,0.07500000000000001,A101,37,0
